"","int","age","period","cohort","y","c.cohort","c.period","age2"
"7652",1,25,6,-19,-28.2263773905522,13.8174,8.8794,7
"7653",1,12,6,-6,-11.6873739937701,0.8174,8.8794,-6
"7654",1,26,4,-22,-30.9209722589685,16.8174,10.8794,8
"7655",1,21,5,-16,-23.5210621229595,10.8174,9.8794,3
"7656",1,20,3,-17,-23.6690185002539,11.8174,11.8794,2
"7657",1,19,8,-11,-19.5736727984823,5.8174,6.8794,1
"7658",1,25,20,-5,-20.2280440877241,-0.1826,-5.1206,7
"7659",1,24,19,-5,-18.9742738461239,-0.1826,-4.1206,6
"7660",1,18,21,3,-10.2413085545593,-8.1826,-6.1206,0
"7661",1,19,24,5,-9.89611038632698,-10.1826,-9.1206,1
"7662",1,26,13,-13,-25.2996958965492,7.8174,1.8794,8
"7663",1,21,22,1,-13.5002982794038,-6.1826,-7.1206,3
"7664",1,25,8,-17,-27.0702185157942,11.8174,6.8794,7
"7665",1,28,12,-16,-28.3563056551759,10.8174,2.8794,10
"7666",1,15,9,-6,-13.615431793975,0.8174,5.8794,-3
"7667",1,22,22,0,-14.6655503570595,-5.1826,-7.1206,4
"7668",1,25,18,-7,-21.2627919306836,1.8174,-3.1206,7
"7669",1,18,7,-11,-19.1585061990074,5.8174,7.8794,0
"7670",1,13,16,3,-6.91757599695755,-8.1826,-1.1206,-5
"7671",1,24,8,-16,-26.0661069431867,10.8174,6.8794,6
"7672",1,22,19,-3,-16.5388996841024,-2.1826,-4.1206,4
"7673",1,33,7,-26,-38.2058465588046,20.8174,7.8794,15
"7674",1,26,12,-14,-25.9514271931668,8.8174,2.8794,8
"7675",1,15,18,3,-7.86395451224859,-8.1826,-3.1206,-3
"7676",1,20,0,-20,-25.3844679579016,14.8174,14.8794,2
"7677",1,16,19,3,-8.94379829891679,-8.1826,-4.1206,-2
"7678",1,19,12,-7,-16.7096167317716,1.8174,2.8794,1
"7679",1,18,7,-11,-18.6325432547041,5.8174,7.8794,0
"7680",1,20,22,2,-12.3307700737339,-7.1826,-7.1206,2
"7681",1,24,8,-16,-25.9133162340505,10.8174,6.8794,6
"7682",1,21,3,-18,-24.9729918587108,12.8174,11.8794,3
"7683",1,16,8,-8,-15.3958035196602,2.8174,6.8794,-2
"7684",1,20,28,8,-8.33068595999631,-13.1826,-13.1206,2
"7685",1,18,3,-15,-21.0119573032079,9.8174,11.8794,0
"7686",1,13,19,6,-4.98501896836631,-11.1826,-4.1206,-5
"7687",1,23,11,-12,-22.8282021322285,6.8174,3.8794,5
"7688",1,21,21,0,-14.3112959661936,-5.1826,-6.1206,3
"7689",1,24,29,5,-13.159385715439,-10.1826,-14.1206,6
"7690",1,14,15,1,-8.67553521647162,-6.1826,-0.1206,-4
"7691",1,23,10,-13,-23.5662856001012,7.8174,4.8794,5
"7692",1,8,26,18,6.12232906896876,-23.1826,-11.1206,-10
"7693",1,17,4,-13,-19.2070614771578,7.8174,10.8794,-1
"7694",1,20,21,1,-12.6901067836403,-6.1826,-6.1206,2
"7695",1,16,3,-13,-18.4656063310028,7.8174,11.8794,-2
"7696",1,18,21,3,-10.262586031176,-8.1826,-6.1206,0
"7697",1,16,28,12,-3.40097703407637,-17.1826,-13.1206,-2
"7698",1,22,9,-13,-22.3139366198889,7.8174,5.8794,4
"7699",1,17,20,3,-9.78660235658375,-8.1826,-5.1206,-1
"7700",1,19,9,-10,-18.6613629509018,4.8174,5.8794,1
"7701",1,27,18,-9,-23.6417493384316,3.8174,-3.1206,9
"7702",1,23,1,-22,-28.7219226269217,16.8174,13.8794,5
"7703",1,18,19,1,-11.6585551878125,-6.1826,-4.1206,0
"7704",1,14,1,-13,-17.025995168474,7.8174,13.8794,-4
"7705",1,23,3,-20,-27.7952095755448,14.8174,11.8794,5
"7706",1,32,4,-28,-38.5488080176063,22.8174,10.8794,14
"7707",1,22,26,4,-12.5044217106789,-9.1826,-11.1206,4
"7708",1,32,18,-14,-30.5635051006557,8.8174,-3.1206,14
"7709",1,15,0,-15,-18.9165779147042,9.8174,14.8794,-3
"7710",1,27,16,-11,-24.8645357542173,5.8174,-1.1206,9
"7711",1,26,29,3,-16.01689064362,-8.1826,-14.1206,8
"7712",1,18,22,4,-9.72593788589628,-9.1826,-7.1206,0
"7713",1,22,22,0,-14.9861637267224,-5.1826,-7.1206,4
"7714",1,20,28,8,-8.48148092520632,-13.1826,-13.1206,2
"7715",1,21,20,-1,-14.8667296040051,-4.1826,-5.1206,3
"7716",1,18,26,8,-7.37056354031014,-13.1826,-11.1206,0
"7717",1,26,1,-25,-32.6119931753908,19.8174,13.8794,8
"7718",1,15,16,1,-9.31599604833756,-6.1826,-1.1206,-3
"7719",1,29,13,-16,-29.2225207696668,10.8174,1.8794,11
"7720",1,18,5,-13,-19.8823139823255,7.8174,9.8794,0
"7721",1,19,4,-15,-21.7573969579002,9.8174,10.8794,1
"7722",1,20,3,-17,-23.8122181429358,11.8174,11.8794,2
"7723",1,22,6,-16,-24.6393753458577,10.8174,8.8794,4
"7724",1,33,0,-33,-42.4327492230923,27.8174,14.8794,15
"7725",1,15,21,6,-6.58735048391727,-11.1826,-6.1206,-3
"7726",1,15,10,-5,-13.085603979796,-0.1826,4.8794,-3
"7727",1,27,0,-27,-34.4109276349208,21.8174,14.8794,9
"7728",1,24,29,5,-13.6746619676036,-10.1826,-14.1206,6
"7729",1,21,19,-2,-15.5281286116131,-3.1826,-4.1206,3
"7730",1,18,17,-1,-12.6526436934627,-4.1826,-2.1206,0
"7731",1,25,14,-11,-23.6749423064836,5.8174,0.8794,7
"7732",1,19,0,-19,-24.3514715771761,13.8174,14.8794,1
"7733",1,17,22,5,-8.59805381922484,-10.1826,-7.1206,-1
"7734",1,12,5,-7,-12.2225304659559,1.8174,9.8794,-6
"7735",1,19,3,-16,-22.735463801678,10.8174,11.8794,1
"7736",1,22,21,-1,-15.4423601750446,-4.1826,-6.1206,4
"7737",1,16,3,-13,-18.6790784778893,7.8174,11.8794,-2
"7738",1,22,28,6,-11.3180077551722,-11.1826,-13.1206,4
"7739",1,27,13,-14,-26.8767865905914,8.8174,1.8794,9
"7740",1,26,8,-18,-28.6145038473134,12.8174,6.8794,8
"7741",1,25,11,-14,-25.671109045474,8.8174,3.8794,7
"7742",1,22,26,4,-12.4980298074128,-9.1826,-11.1206,4
"7743",1,20,18,-2,-14.5491448045593,-3.1826,-3.1206,2
"7744",1,15,4,-11,-16.3808893898177,5.8174,10.8794,-3
"7745",1,21,23,2,-12.998636346814,-7.1826,-8.1206,3
"7746",1,29,24,-5,-22.7801994530971,-0.1826,-9.1206,11
"7747",1,31,17,-14,-30.031900839015,8.8174,-2.1206,13
"7748",1,24,13,-11,-22.8952035592817,5.8174,1.8794,6
"7749",1,30,7,-23,-34.4259524304815,17.8174,7.8794,12
"7750",1,14,28,14,-0.928726873821532,-19.1826,-13.1206,-4
"7751",1,17,26,9,-5.78279331924734,-14.1826,-11.1206,-1
"7752",1,24,26,2,-15.1651287190854,-7.1826,-11.1206,6
"7753",1,22,0,-22,-28.234262840098,16.8174,14.8794,4
"7754",1,20,19,-1,-13.9523695762128,-4.1826,-4.1206,2
"7755",1,17,21,4,-9.06707772799112,-9.1826,-6.1206,-1
"7756",1,22,20,-2,-16.1321591267513,-3.1826,-5.1206,4
"7757",1,20,22,2,-12.2764839129299,-7.1826,-7.1206,2
"7758",1,17,11,-6,-14.9883116675242,0.8174,3.8794,-1
"7759",1,11,10,-1,-7.57596608020929,-4.1826,4.8794,-7
"7760",1,12,11,-1,-8.41764888221602,-4.1826,3.8794,-6
"7761",1,14,6,-8,-14.2238281410944,2.8174,8.8794,-4
"7762",1,17,1,-16,-20.9480772404854,10.8174,13.8794,-1
"7763",1,25,26,1,-16.3690865893181,-6.1826,-11.1206,7
"7764",1,13,14,1,-8.13668851783043,-6.1826,0.8794,-5
"7765",1,20,5,-15,-22.6377982594842,9.8174,9.8794,2
"7766",1,25,0,-25,-31.5337952427316,19.8174,14.8794,7
"7767",1,18,9,-9,-17.758585128504,3.8174,5.8794,0
"7768",1,23,0,-23,-29.2860310904029,17.8174,14.8794,5
"7769",1,20,12,-8,-18.3431347120338,2.8174,2.8794,2
"7770",1,15,19,4,-7.76084057355211,-9.1826,-4.1206,-3
"7771",1,26,4,-22,-30.8022904804368,16.8174,10.8794,8
"7772",1,20,10,-10,-19.6859124219222,4.8174,4.8794,2
"7773",1,19,11,-8,-17.4991587721878,2.8174,3.8794,1
"7774",1,24,25,1,-15.7930504412667,-6.1826,-10.1206,6
"7775",1,22,15,-7,-19.0369428499313,1.8174,-0.1206,4
"7776",1,15,12,-3,-11.9307011611895,-2.1826,2.8794,-3
"7777",1,15,24,9,-4.43759174956906,-14.1826,-9.1206,-3
"7778",1,13,26,13,-0.728626584444038,-18.1826,-11.1206,-5
"7779",1,21,27,6,-10.6325060066443,-11.1826,-12.1206,3
"7780",1,18,23,5,-8.75547125300462,-10.1826,-8.1206,0
"7781",1,21,0,-21,-26.8695318802188,15.8174,14.8794,3
"7782",1,22,2,-20,-26.815031326989,14.8174,12.8794,4
"7783",1,21,21,0,-14.0519526325894,-5.1826,-6.1206,3
"7784",1,20,22,2,-12.3069379106668,-7.1826,-7.1206,2
"7785",1,24,17,-7,-20.3329242643755,1.8174,-2.1206,6
"7786",1,10,27,17,3.77295697307378,-22.1826,-12.1206,-8
"7787",1,15,16,1,-9.77755659910047,-6.1826,-1.1206,-3
"7788",1,28,25,-3,-20.8389666234348,-2.1826,-10.1206,10
"7789",1,17,5,-12,-18.6167530915286,6.8174,9.8794,-1
"7790",1,24,20,-4,-18.859193643743,-1.1826,-5.1206,6
"7791",1,23,26,3,-14.0885404253987,-8.1826,-11.1206,5
"7792",1,24,11,-13,-23.958747696016,7.8174,3.8794,6
"7793",1,22,16,-6,-18.2612828338258,0.8174,-1.1206,4
"7794",1,17,3,-14,-19.8570677243628,8.8174,11.8794,-1
"7795",1,22,13,-9,-20.051966228603,3.8174,1.8794,4
"7796",1,20,12,-8,-18.2983508575762,2.8174,2.8794,2
"7797",1,24,22,-2,-17.309138268117,-3.1826,-7.1206,6
"7798",1,13,25,12,-1.16890860126742,-17.1826,-10.1206,-5
"7799",1,22,28,6,-11.4470892816313,-11.1826,-13.1206,4
"7800",1,13,19,6,-4.96431625346274,-11.1826,-4.1206,-5
"7801",1,29,26,-3,-21.8169790009763,-2.1826,-11.1206,11
"7802",1,14,12,-2,-10.7650268790643,-3.1826,2.8794,-4
"7803",1,21,24,3,-12.4548613465879,-8.1826,-9.1206,3
"7804",1,25,28,3,-15.3599967935676,-8.1826,-13.1206,7
"7805",1,19,25,6,-9.17798079629805,-11.1826,-10.1206,1
"7806",1,18,3,-15,-21.0809351600751,9.8174,11.8794,0
"7807",1,17,21,4,-8.79321141001921,-9.1826,-6.1206,-1
"7808",1,21,10,-11,-20.6685766330577,5.8174,4.8794,3
"7809",1,17,15,-2,-12.5755467738287,-3.1826,-0.1206,-1
"7810",1,27,16,-11,-25.105974088829,5.8174,-1.1206,9
"7811",1,15,15,0,-9.79426321416972,-5.1826,-0.1206,-3
"7812",1,26,20,-6,-21.3016750863579,0.8174,-5.1206,8
"7813",1,17,3,-14,-19.7136692117355,8.8174,11.8794,-1
"7814",1,20,30,10,-7.48847727531872,-15.1826,-15.1206,2
"7815",1,22,16,-6,-18.7097216708385,0.8174,-1.1206,4
"7816",1,28,10,-18,-29.9058102731841,12.8174,4.8794,10
"7817",1,17,18,1,-10.9519213075425,-6.1826,-3.1206,-1
"7818",1,17,2,-15,-20.1728949114146,9.8174,12.8794,-1
"7819",1,25,15,-10,-23.1348792349271,4.8174,-0.1206,7
"7820",1,28,27,-1,-19.3977480208765,-4.1826,-12.1206,10
"7821",1,17,21,4,-9.09475819028565,-9.1826,-6.1206,-1
"7822",1,22,11,-11,-21.5648447293119,5.8174,3.8794,4
"7823",1,20,30,10,-7.71862635397449,-15.1826,-15.1206,2
"7824",1,16,4,-12,-18.1187961089346,6.8174,10.8794,-2
"7825",1,28,16,-12,-26.5919894320589,6.8174,-1.1206,10
"7826",1,15,12,-3,-11.6801022056421,-2.1826,2.8794,-3
"7827",1,13,2,-11,-15.189127460692,5.8174,12.8794,-5
"7828",1,15,12,-3,-11.9112549562894,-2.1826,2.8794,-3
"7829",1,17,16,-1,-12.0905625087786,-4.1826,-1.1206,-1
"7830",1,15,9,-6,-13.5039070292753,0.8174,5.8794,-3
"7831",1,26,16,-10,-23.8255765270675,4.8174,-1.1206,8
"7832",1,18,11,-7,-16.4711812398809,1.8174,3.8794,0
"7833",1,24,14,-10,-22.1680464405595,4.8174,0.8794,6
"7834",1,20,23,3,-11.4486780292338,-8.1826,-8.1206,2
"7835",1,17,21,4,-9.22415394736445,-9.1826,-6.1206,-1
"7836",1,22,17,-5,-17.9081326340442,-0.1826,-2.1206,4
"7837",1,31,11,-20,-33.081637835188,14.8174,3.8794,13
"7838",1,15,7,-8,-14.7786919911563,2.8174,7.8794,-3
"7839",1,17,22,5,-8.32785822697876,-10.1826,-7.1206,-1
"7840",1,16,12,-4,-13.1361663965403,-1.1826,2.8794,-2
"7841",1,13,20,7,-4.2816241729234,-12.1826,-5.1206,-5
"7842",1,15,25,10,-4.20474290039892,-15.1826,-10.1206,-3
"7843",1,26,7,-19,-29.0625054308769,13.8174,7.8794,8
"7844",1,17,27,10,-5.51715708941381,-15.1826,-12.1206,-1
"7845",1,27,0,-27,-34.646999669078,21.8174,14.8794,9
"7846",1,26,22,-4,-19.9279291123956,-1.1826,-7.1206,8
"7847",1,20,12,-8,-18.3402096795374,2.8174,2.8794,2
"7848",1,22,14,-8,-19.536486490373,2.8174,0.8794,4
"7849",1,19,25,6,-9.25884896444367,-11.1826,-10.1206,1
"7850",1,11,12,1,-6.47875616751534,-6.1826,2.8794,-7
"7851",1,23,12,-11,-22.040008028274,5.8174,2.8794,5
"7852",1,15,24,9,-4.3410624106879,-14.1826,-9.1206,-3
"7853",1,24,29,5,-13.1907298003583,-10.1826,-14.1206,6
"7854",1,16,3,-13,-18.3780558017778,7.8174,11.8794,-2
"7855",1,17,27,10,-5.18862846021736,-15.1826,-12.1206,-1
"7856",1,29,2,-27,-35.8807626826403,21.8174,12.8794,11
"7857",1,17,7,-10,-17.3078398819234,4.8174,7.8794,-1
"7858",1,24,26,2,-15.1006596585423,-7.1826,-11.1206,6
"7859",1,19,20,1,-12.1220412201581,-6.1826,-5.1206,1
"7860",1,15,2,-13,-17.7975505217397,7.8174,12.8794,-3
"7861",1,24,30,6,-12.7880899545707,-11.1826,-15.1206,6
"7862",1,17,17,0,-11.4840017927648,-5.1826,-2.1206,-1
"7863",1,26,5,-21,-30.3660421572792,15.8174,9.8794,8
"7864",1,16,6,-10,-16.8874339674096,4.8174,8.8794,-2
"7865",1,18,15,-3,-14.1344476275106,-2.1826,-0.1206,0
"7866",1,23,18,-5,-18.6184832608791,-0.1826,-3.1206,5
"7867",1,16,25,9,-5.33957400241014,-14.1826,-10.1206,-2
"7868",1,20,28,8,-8.36529561107083,-13.1826,-13.1206,2
"7869",1,16,10,-6,-14.0388135200922,0.8174,4.8794,-2
"7870",1,19,14,-5,-15.7168981025809,-0.1826,0.8794,1
"7871",1,21,5,-16,-23.6173532623649,10.8174,9.8794,3
"7872",1,19,12,-7,-16.9414020657103,1.8174,2.8794,1
"7873",1,15,27,12,-2.77014061561542,-17.1826,-12.1206,-3
"7874",1,26,6,-20,-29.8645607058767,14.8174,8.8794,8
"7875",1,21,20,-1,-14.8099840090799,-4.1826,-5.1206,3
"7876",1,24,1,-23,-30.2279794974307,17.8174,13.8794,6
"7877",1,15,20,5,-7.04787139817229,-10.1826,-5.1206,-3
"7878",1,16,14,-2,-11.590530403382,-3.1826,0.8794,-2
"7879",1,25,25,0,-17.2683572754267,-5.1826,-10.1206,7
"7880",1,18,29,11,-5.49348730904746,-16.1826,-14.1206,0
"7881",1,14,23,9,-4.12954710615474,-14.1826,-8.1206,-4
"7882",1,17,26,9,-5.93663649562217,-14.1826,-11.1206,-1
"7883",1,14,21,7,-5.15152949409801,-12.1826,-6.1206,-4
"7884",1,15,17,2,-8.74691176127828,-7.1826,-2.1206,-3
"7885",1,20,14,-6,-17.0159990285675,0.8174,0.8794,2
"7886",1,20,23,3,-11.741548611685,-8.1826,-8.1206,2
"7887",1,19,0,-19,-24.2666935580098,13.8174,14.8794,1
"7888",1,10,23,13,1.58656438427476,-18.1826,-8.1206,-8
"7889",1,18,30,12,-5.09146470237187,-17.1826,-15.1206,0
"7890",1,17,13,-4,-13.5585193485343,-1.1826,1.8794,-1
"7891",1,21,9,-12,-21.499320866469,6.8174,5.8794,3
"7892",1,29,17,-12,-26.9860930713948,6.8174,-2.1206,11
"7893",1,19,9,-10,-18.8385110056381,4.8174,5.8794,1
"7894",1,28,19,-9,-24.5752425999181,3.8174,-4.1206,10
"7895",1,23,1,-22,-28.732793001702,16.8174,13.8794,5
"7896",1,26,29,3,-15.7421956875695,-8.1826,-14.1206,8
"7897",1,19,17,-2,-14.1010612086359,-3.1826,-2.1206,1
"7898",1,22,25,3,-13.1016021226047,-8.1826,-10.1206,4
"7899",1,17,9,-8,-16.0772799312255,2.8174,5.8794,-1
"7900",1,27,18,-9,-23.6236390739039,3.8174,-3.1206,9
"7901",1,21,21,0,-14.212107699008,-5.1826,-6.1206,3
"7902",1,19,7,-12,-20.105736040682,6.8174,7.8794,1
"7903",1,19,4,-15,-21.6850734490601,9.8174,10.8794,1
"7904",1,24,12,-12,-23.7092346527127,6.8174,2.8794,6
"7905",1,27,24,-3,-20.3423879064286,-2.1826,-9.1206,9
"7906",1,23,16,-7,-19.8320943466232,1.8174,-1.1206,5
"7907",1,15,0,-15,-19.0296942221137,9.8174,14.8794,-3
"7908",1,29,11,-18,-30.6983851623386,12.8174,3.8794,11
"7909",1,23,19,-4,-18.0319232703587,-1.1826,-4.1206,5
"7910",1,12,23,11,-1.17337739959567,-16.1826,-8.1206,-6
"7911",1,24,9,-15,-25.4272994996225,9.8174,5.8794,6
"7912",1,18,17,-1,-12.9297750810807,-4.1826,-2.1206,0
"7913",1,22,24,2,-13.765245502679,-7.1826,-9.1206,4
"7914",1,22,24,2,-13.6125431945852,-7.1826,-9.1206,4
"7915",1,18,14,-4,-14.4378640978034,-1.1826,0.8794,0
"7916",1,18,6,-12,-19.4525897510114,6.8174,8.8794,0
"7917",1,18,20,2,-11.2513426304442,-7.1826,-5.1206,0
"7918",1,19,9,-10,-18.8709321090125,4.8174,5.8794,1
"7919",1,25,24,-1,-17.8388532173703,-4.1826,-9.1206,7
"7920",1,21,2,-19,-25.4135305304927,13.8174,12.8794,3
"7921",1,24,23,-1,-17.0085060138772,-4.1826,-8.1206,6
"7922",1,15,18,3,-8.2559476689567,-8.1826,-3.1206,-3
"7923",1,20,6,-14,-21.7394938009472,8.8174,8.8794,2
"7924",1,25,29,4,-14.6709129009944,-9.1826,-14.1206,7
"7925",1,14,15,1,-8.58404334832544,-6.1826,-0.1206,-4
"7926",1,11,4,-7,-11.293122760039,1.8174,10.8794,-7
"7927",1,18,9,-9,-17.4987629637603,3.8174,5.8794,0
"7928",1,20,7,-13,-21.3889429693078,7.8174,7.8794,2
"7929",1,20,18,-2,-14.4747742739936,-3.1826,-3.1206,2
"7930",1,20,21,1,-12.9841473760599,-6.1826,-6.1206,2
"7931",1,23,0,-23,-29.3726195604697,17.8174,14.8794,5
"7932",1,24,10,-14,-24.7513612496093,8.8174,4.8794,6
"7933",1,22,27,5,-12.0724645434122,-10.1826,-12.1206,4
"7934",1,26,3,-23,-31.4150116592796,17.8174,11.8794,8
"7935",1,23,12,-11,-22.3184497886289,5.8174,2.8794,5
"7936",1,15,28,13,-2.15517040098119,-18.1826,-13.1206,-3
"7937",1,26,20,-6,-21.3673916901101,0.8174,-5.1206,8
"7938",1,23,21,-2,-16.5492134886948,-3.1826,-6.1206,5
"7939",1,23,2,-21,-28.3092828540895,15.8174,12.8794,5
"7940",1,25,30,5,-14.0787088301044,-10.1826,-15.1206,7
"7941",1,10,3,-7,-10.7285389612072,1.8174,11.8794,-8
"7942",1,22,29,7,-10.7789501161201,-12.1826,-14.1206,4
"7943",1,16,15,-1,-11.2264747145,-4.1826,-0.1206,-2
"7944",1,22,28,6,-11.2911322359276,-11.1826,-13.1206,4
"7945",1,24,13,-11,-23.1720233905372,5.8174,1.8794,6
"7946",1,22,21,-1,-15.5456868644277,-4.1826,-6.1206,4
"7947",1,16,18,2,-9.59212213502103,-7.1826,-3.1206,-2
"7948",1,21,20,-1,-14.6375603130766,-4.1826,-5.1206,3
"7949",1,17,6,-11,-17.8157230867951,5.8174,8.8794,-1
"7950",1,15,2,-13,-17.6897223768152,7.8174,12.8794,-3
"7951",1,21,1,-20,-26.1589765074768,14.8174,13.8794,3
"7952",1,23,7,-16,-25.0385996953945,10.8174,7.8794,5
"7953",1,26,11,-15,-26.4996078673946,9.8174,3.8794,8
"7954",1,25,5,-20,-28.9173333231172,14.8174,9.8794,7
"7955",1,27,3,-24,-32.7383052184929,18.8174,11.8794,9
"7956",1,16,24,8,-5.78144692330681,-13.1826,-9.1206,-2
"7957",1,28,5,-23,-32.9084106645251,17.8174,9.8794,10
"7958",1,26,6,-20,-29.6863633589185,14.8174,8.8794,8
"7959",1,19,22,3,-10.7091771038214,-8.1826,-7.1206,1
"7960",1,21,25,4,-11.7763239500146,-9.1826,-10.1206,3
"7961",1,22,2,-20,-26.6735694400944,14.8174,12.8794,4
"7962",1,14,14,0,-9.31555549019217,-5.1826,0.8794,-4
"7963",1,10,23,13,1.33804155891278,-18.1826,-8.1206,-8
"7964",1,21,4,-17,-24.4943181601566,11.8174,10.8794,3
"7965",1,26,13,-13,-25.4886366694916,7.8174,1.8794,8
"7966",1,12,19,7,-3.59929214400656,-12.1826,-4.1206,-6
"7967",1,19,23,4,-10.4717115171849,-9.1826,-8.1206,1
"7968",1,18,7,-11,-19.0011150754803,5.8174,7.8794,0
"7969",1,24,2,-22,-29.4904693640188,16.8174,12.8794,6
"7970",1,18,10,-8,-16.9957721409158,2.8174,4.8794,0
"7971",1,25,19,-6,-20.7721984745668,0.8174,-4.1206,7
"7972",1,19,16,-3,-14.8169904884918,-2.1826,-1.1206,1
"7973",1,12,23,11,-1.25804136326406,-16.1826,-8.1206,-6
"7974",1,22,26,4,-12.5036008288797,-9.1826,-11.1206,4
"7975",1,12,22,10,-1.93142838813101,-15.1826,-7.1206,-6
"7976",1,26,26,0,-17.9408699471936,-5.1826,-11.1206,8
"7977",1,19,30,11,-6.41510234789098,-16.1826,-15.1206,1
"7978",1,20,23,3,-11.7867616698423,-8.1826,-8.1206,2
"7979",1,19,20,1,-12.0672088570456,-6.1826,-5.1206,1
"7980",1,25,13,-12,-24.5723389764081,6.8174,1.8794,7
"7981",1,7,15,8,0.197153962535264,-13.1826,-0.1206,-11
"7982",1,21,7,-14,-22.4772070510788,8.8174,7.8794,3
"7983",1,15,14,-1,-10.6722538055124,-4.1826,0.8794,-3
"7984",1,21,2,-19,-25.3809128661528,13.8174,12.8794,3
"7985",1,23,17,-6,-19.134113972697,0.8174,-2.1206,5
"7986",1,24,1,-23,-30.0564846573036,17.8174,13.8794,6
"7987",1,14,0,-14,-17.7659319355976,8.8174,14.8794,-4
"7988",1,18,18,0,-12.0968331584707,-5.1826,-3.1206,0
"7989",1,25,5,-20,-29.0879677311719,14.8174,9.8794,7
"7990",1,21,16,-5,-17.2510608042109,-0.1826,-1.1206,3
"7991",1,20,2,-18,-24.6301845902854,12.8174,12.8794,2
"7992",1,15,24,9,-4.37782148402672,-14.1826,-9.1206,-3
"7993",1,36,4,-32,-43.5762409248557,26.8174,10.8794,18
"7994",1,20,19,-1,-13.9181553456037,-4.1826,-4.1206,2
"7995",1,14,12,-2,-10.3716254387791,-3.1826,2.8794,-4
"7996",1,22,6,-16,-24.5718190785594,10.8174,8.8794,4
"7997",1,15,7,-8,-14.6569069436029,2.8174,7.8794,-3
"7998",1,23,1,-22,-28.4704853509655,16.8174,13.8794,5
"7999",1,16,27,11,-4.28852745625641,-16.1826,-12.1206,-2
"8000",1,17,17,0,-11.2232419103733,-5.1826,-2.1206,-1
"8001",1,25,3,-22,-30.1285630949545,16.8174,11.8794,7
"8002",1,17,6,-11,-18.1363309072236,5.8174,8.8794,-1
"8003",1,20,18,-2,-14.9420809253551,-3.1826,-3.1206,2
"8004",1,23,24,1,-15.1518855479971,-6.1826,-9.1206,5
"8005",1,20,3,-17,-23.7153846217465,11.8174,11.8794,2
"8006",1,19,26,7,-8.85632353836329,-12.1826,-11.1206,1
"8007",1,23,21,-2,-16.4681482754291,-3.1826,-6.1206,5
"8008",1,13,24,11,-1.97810354443479,-16.1826,-9.1206,-5
"8009",1,18,17,-1,-12.7814307969777,-4.1826,-2.1206,0
"8010",1,19,6,-13,-20.7390756212337,7.8174,8.8794,1
"8011",1,18,6,-12,-19.2053448178235,6.8174,8.8794,0
"8012",1,24,21,-3,-18.0288477201947,-2.1826,-6.1206,6
"8013",1,20,25,5,-10.5014383524832,-10.1826,-10.1206,2
"8014",1,30,1,-29,-37.9781064780127,23.8174,13.8794,12
"8015",1,20,24,4,-11.1637635601638,-9.1826,-9.1206,2
"8016",1,20,9,-11,-20.0716655929124,5.8174,5.8794,2
"8017",1,24,12,-12,-23.3664330720369,6.8174,2.8794,6
"8018",1,27,25,-2,-19.4390168882883,-3.1826,-10.1206,9
"8019",1,20,1,-19,-24.8964501072241,13.8174,13.8794,2
"8020",1,26,1,-25,-32.6783095706121,19.8174,13.8794,8
"8021",1,24,1,-23,-30.0351578954293,17.8174,13.8794,6
"8022",1,12,13,1,-7.14653188544834,-6.1826,1.8794,-6
"8023",1,19,2,-17,-22.8163378664358,11.8174,12.8794,1
"8024",1,13,26,13,-0.899343292183977,-18.1826,-11.1206,-5
"8025",1,12,2,-10,-14.0852255964739,4.8174,12.8794,-6
"8026",1,21,28,7,-10.0013204984437,-12.1826,-13.1206,3
"8027",1,23,2,-21,-28.0419837242568,15.8174,12.8794,5
"8028",1,25,9,-16,-26.8334638256251,10.8174,5.8794,7
"8029",1,21,3,-18,-24.9737926865942,12.8174,11.8794,3
"8030",1,22,21,-1,-15.44287586884,-4.1826,-6.1206,4
"8031",1,16,15,-1,-11.1171342114668,-4.1826,-0.1206,-2
"8032",1,20,7,-13,-21.1623160744131,7.8174,7.8794,2
"8033",1,32,1,-31,-40.5629477370993,25.8174,13.8794,14
"8034",1,17,8,-9,-16.8651766293768,3.8174,6.8794,-1
"8035",1,27,2,-25,-33.3952571162251,19.8174,12.8794,9
"8036",1,17,22,5,-8.22579039635066,-10.1826,-7.1206,-1
"8037",1,30,20,-10,-26.662592304129,4.8174,-5.1206,12
"8038",1,19,30,11,-6.32785089710722,-16.1826,-15.1206,1
"8039",1,25,1,-24,-31.4134812934841,18.8174,13.8794,7
"8040",1,24,29,5,-13.4813703862708,-10.1826,-14.1206,6
"8041",1,19,15,-4,-15.2337094940418,-1.1826,-0.1206,1
"8042",1,17,6,-11,-18.0525004124444,5.8174,8.8794,-1
"8043",1,17,29,12,-4.37053422451408,-17.1826,-14.1206,-1
"8044",1,17,9,-8,-16.302892855204,2.8174,5.8794,-1
"8045",1,20,30,10,-7.24875738646845,-15.1826,-15.1206,2
"8046",1,18,6,-12,-19.3600963042535,6.8174,8.8794,0
"8047",1,16,17,1,-10.3271559142423,-6.1826,-2.1206,-2
"8048",1,17,11,-6,-15.1320146139899,0.8174,3.8794,-1
"8049",1,19,5,-14,-20.9379600050322,8.8174,9.8794,1
"8050",1,15,21,6,-6.58588236289293,-11.1826,-6.1206,-3
"8051",1,20,29,9,-8.09850564704985,-14.1826,-14.1206,2
