"","a","a2","p","p2","x.cor","x.cor2","y1","y2","y3","y4"
"7018",18,324,11,121,-6.07741197757423,36.9349363451627,3.70165582681484,0.355548622348064,-1.40851181882495,5.00520518958808
"7019",19,361,11,121,-8.5311674294062,72.7808177085611,1.79495632881707,-0.509837494597039,-1.63817218474947,5.2238564151165
"7020",20,400,11,121,-9.07767578819767,82.4041977156301,1.31540130362797,-1.2003589120263,0.0966640688255718,6.56523404857599
"7021",1,1,12,144,11.0446553025395,121.984410751913,8.69677430689184,8.58069543604577,4.09000732506024,4.68945717171145
"7022",2,4,12,144,9.4299144889228,88.9232872683962,7.01297909062463,4.79770884025776,2.33445112281973,3.07544636583409
"7023",3,9,12,144,8.28478983510286,68.6377426118236,6.44591602373598,7.37841733224586,5.09851293885859,4.46828670352101
"7024",4,16,12,144,8.18607205990702,67.0117757699904,7.61970735173315,4.76838982710998,4.13156859154437,3.49656479589699
"7025",5,25,12,144,7.0310648707673,49.4358732169379,7.04369453417047,4.90061485403369,3.37155511441848,3.91174694211452
"7026",6,36,12,144,6.1337126637809,37.6224310418262,6.83897893269879,4.80160049721497,4.34280051518711,5.43952729417596
"7027",7,49,12,144,4.59895373275504,21.1503754360215,6.26379518002701,5.58175719698044,3.16774066342468,5.72914741159551
"7028",8,64,12,144,3.3021220699884,10.9040101651045,5.17918650566108,5.02465055644397,1.43689347742834,4.95632163933723
"7029",9,81,12,144,2.15792403370142,4.65663613522621,5.83552200341971,5.14999930894433,0.892169750504602,6.75198620883272
"7030",10,100,12,144,2.04202987253666,4.16988600033208,6.04326311436269,4.4921091066597,1.95060028767601,6.82317479029808
"7031",11,121,12,144,0.187094936612993,0.03500451530622,3.78348613777744,3.31148843491136,1.32210231127999,6.61599556821727
"7032",12,144,12,144,-0.457905067130923,0.209677050504175,6.88858787815003,3.64231506081545,1.89071150827863,4.01933392238761
"7033",13,169,12,144,-1.06609724462032,1.13656333498705,6.10578155434976,2.2178423362045,0.684026797214574,5.05854706447223
"7034",14,196,12,144,-2.84520715288818,8.09520374284606,4.59953278975857,3.49045658333068,0.161553475448008,6.00209586610519
"7035",15,225,12,144,-2.03091443004087,4.12461342214822,4.42401435581014,1.73560231740186,1.94049029454222,4.42107579737001
"7036",16,256,12,144,-3.10200922051445,9.62246120415664,5.12903143038575,1.12237541018892,0.482218218512147,5.47437566973394
"7037",17,289,12,144,-5.05006425175816,25.5031489468857,2.64009770956644,-0.325312524181572,1.3085671629973,4.93965840854016
"7038",18,324,12,144,-6.91693137958646,47.8439397099078,5.03650821638314,2.35695537221222,1.0232668176254,6.77925354604584
"7039",19,361,12,144,-6.95105907786638,48.3172223039885,2.22468852639745,1.23231342835025,-0.298867731858083,2.89794873120408
"7040",20,400,12,144,-7.32594927866012,53.6695328335007,1.94531470591796,1.16788918290291,0.489505992527275,4.56173013891856
"7041",1,1,13,169,11.8790250718594,141.111236657863,9.0214148510732,8.06436917061177,4.22785666272538,3.93389702084158
"7042",2,4,13,169,11.6077629528008,134.740160768416,7.77411483853218,6.08407173655258,2.35769571023432,4.87375508218804
"7043",3,9,13,169,10.4940370284021,110.124813153474,8.03033385402642,5.90134332559855,6.78047701760617,3.13689319782106
"7044",4,16,13,169,8.65469546569511,74.9037536039235,7.67320377770382,7.62250588250262,4.89394274351772,4.44443380916474
"7045",5,25,13,169,7.68737719487399,59.0957681362687,6.67455466904189,6.96571955693527,5.13080778000906,4.64064584145036
"7046",6,36,13,169,7.49815112445503,56.2222702851663,8.37979824379047,7.4747016338872,3.54380265950979,7.19609708702486
"7047",7,49,13,169,5.08935746178031,25.9015593737789,6.68465098127172,3.58621474067156,1.41882997935713,7.00742938261981
"7048",8,64,13,169,4.73500250838697,22.4202487544309,6.42675154770845,5.88576143602032,2.5919878451159,5.44873669735198
"7049",9,81,13,169,4.93823483306915,24.3861632665375,7.44259140860139,4.2252048632352,4.17381667941159,6.71736050014782
"7050",10,100,13,169,3.28294669464231,10.7777389998628,6.27778835294673,7.36039249979171,2.88800913192461,7.0921696039422
"7051",11,121,13,169,2.94072383036837,8.64785664649642,7.96625748772904,5.25420330408805,2.06015501644477,5.61512481966461
"7052",12,144,13,169,0.0617010360583663,0.00380701785067582,5.09340571384814,4.68947741890732,0.708609625917203,7.43534051962396
"7053",13,169,13,169,-0.899406572803855,0.808932183202776,5.12413621775807,2.8270316390779,0.80792108123287,5.20399507479615
"7054",14,196,13,169,-1.96933783218265,3.87829149726584,6.43715173498234,3.40247928168248,0.85028492600247,6.7337673915054
"7055",15,225,13,169,-2.81878162873909,7.94552987051699,4.46648969167282,2.10293050213672,2.43336316266878,5.86591295919272
"7056",16,256,13,169,-3.58123094122857,12.8252150544129,4.27861782743984,3.29499172232209,1.31917785283646,4.48949739814655
"7057",17,289,13,169,-4.21652308991179,17.7790669677593,2.37774156000497,1.82521913548925,1.51079659412411,6.01215192370449
"7058",18,324,13,169,-4.40292978286743,19.385790672861,3.71708696532356,2.68144859902569,1.63554636775836,5.20147779142814
"7059",19,361,13,169,-6.14810262713581,37.7991659137943,5.35002467936536,1.81565042625297,1.66695826231337,5.43207749751072
"7060",20,400,13,169,-6.34413331048563,40.2480274612134,4.00231721846845,0.358298270087722,0.296044292034337,7.08929920220508
"7061",1,1,14,196,13.5054696495645,182.397710455307,7.83438579969922,9.71753786424916,2.51931826941824,5.64913009994434
"7062",2,4,14,196,12.0429359329864,145.032305886016,8.75026666514098,8.1446383402959,3.66703149795927,4.99104953652744
"7063",3,9,14,196,11.8493401054293,140.406860934135,8.57476275049725,8.0568962970416,4.92711744665507,4.99062907518279
"7064",4,16,14,196,9.73899175878614,94.8479604777044,8.90028637128499,8.11057907757333,4.42385644723544,6.39175058708788
"7065",5,25,14,196,8.81413149740547,77.6889140535552,10.4641194708777,8.52160702398539,4.29100733393186,4.26158242894537
"7066",6,36,14,196,8.77996088890359,77.0877132106767,8.19674649267209,7.06195135028111,5.12569517162053,6.38866767686283
"7067",7,49,14,196,6.43827278539538,41.4513564591628,6.64236757431769,6.31743552937209,4.26641224494318,5.27159833690026
"7068",8,64,14,196,5.18700521346182,26.9050230844801,8.28561028600671,7.02370674770006,2.02855990215248,5.00192457165875
"7069",9,81,14,196,4.43605680484325,19.6785999757961,7.53771535249809,6.71271694015225,6.49994702308949,5.02949365474658
"7070",10,100,14,196,3.68142628762871,13.5528995112437,7.27357513219405,6.8277261582328,2.29942816916577,5.1494898310192
"7071",11,121,14,196,3.12901886552572,9.79075906081588,7.42436465611665,7.15980370852695,2.82733664851238,7.88529739004563
"7072",12,144,14,196,2.2719038054347,5.16154690114869,7.5493249848374,4.35733650517832,2.41776754629672,5.89392615483461
"7073",13,169,14,196,1.48351953132078,2.20083019981023,5.94981698654813,4.21962718364798,3.58021225958071,6.661254387933
"7074",14,196,14,196,0.00891726417466998,7.95176003608527e-05,6.72753605668811,4.59370859501181,2.2225076838703,6.72717588456699
"7075",15,225,14,196,-0.419188122730702,0.17571868223849,6.65308918226057,3.32324117460865,2.78332213197133,6.41885918192212
"7076",16,256,14,196,-1.5399441937916,2.37142811999245,8.41836738761847,5.49614036774709,2.02548053156934,3.97375668346569
"7077",17,289,14,196,-2.66807113727555,7.11860359356283,5.58241728098959,2.53098838239575,1.20079421614472,4.80192698069448
"7078",18,324,14,196,-3.47656540712342,12.0865070300072,2.83066665159311,3.36810788072464,0.8919518528664,6.52118967595076
"7079",19,361,14,196,-4.03386852610856,16.2720952859293,4.91036745123278,4.24081923038117,-0.0756722877443412,6.56862941593749
"7080",20,400,14,196,-6.50251978449523,42.2827635477519,4.09764891793459,1.86185763989961,-0.661973364307555,8.00214041930901
"7081",1,1,15,225,13.7458948972635,188.949626526615,10.4909387506913,10.048946415692,5.57673648566244,2.92886297372473
"7082",2,4,15,225,12.6555844130926,160.163816836912,9.34023589160285,8.22684007894561,5.09651785958446,6.18254001338456
"7083",3,9,15,225,12.0980615550652,146.363093390147,10.451131290253,10.3359177067,6.903483059205,6.84644654376313
"7084",4,16,15,225,11.9196931333281,142.079084392709,9.9517713742774,10.4956951039636,5.5692818585991,5.73278270327849
"7085",5,25,15,225,10.4551061838865,109.309245316342,9.82908560281931,8.45029638013468,4.44807367012847,7.48591796465532
"7086",6,36,15,225,9.94313003774732,98.8658349475531,10.5529305707073,9.79695221713652,4.67577222767386,8.16539705644426
"7087",7,49,15,225,7.14456083625555,51.0447495429566,8.07065120664975,4.81362410586947,3.71209355277338,6.17199489400505
"7088",8,64,15,225,7.77396641951054,60.4345538916776,11.4382234112015,8.00202674971292,5.33470836097134,6.1718716375923
"7089",9,81,15,225,5.042707094457,25.428894840487,9.11692308159296,6.52287963479855,3.16470229072508,6.68536915850994
"7090",10,100,15,225,5.41063235979527,29.2749425328638,9.57663070323535,7.01968986001541,3.58373494943655,8.54825892215961
"7091",11,121,15,225,4.28646513540298,18.3737833570253,9.30209976372414,9.06952958628684,2.4885776511453,7.64727486065111
"7092",12,144,15,225,2.99397251708433,8.96387143305628,8.19225006969772,4.20109774530084,4.11640563542335,6.20952083956435
"7093",13,169,15,225,1.83029013453051,3.34996197655973,7.82370655269824,7.29847523254621,2.10404488063709,8.24298837620217
"7094",14,196,15,225,1.15414838353172,1.33205849120888,6.91648308859607,5.00994190427483,1.82851427634285,7.97089209505132
"7095",15,225,15,225,-0.0855966028757393,0.00732677842386703,7.29223654073233,4.11914984867644,2.07813248623731,6.49531094506605
"7096",16,256,15,225,-0.201063936576247,0.0404267065915372,8.34875050769522,5.28676795322251,3.03324739980636,8.39191486088567
"7097",17,289,15,225,-2.75483302120119,7.58910497470049,6.98984123547574,5.16753070721305,-0.620028723583149,9.41199607466779
"7098",18,324,15,225,-3.45648004952818,11.9472543327863,7.3676374970939,2.828100536941,1.88654079252434,7.1188717274968
"7099",19,361,15,225,-3.46414158819243,12.0002769430444,6.44124969246008,1.29377378870896,-0.163072862261607,6.79220955407074
"7100",20,400,15,225,-5.39306895434856,29.0851927463583,4.71208187890796,2.30098168939539,-0.899209093316135,7.08336278349227
"7101",1,1,16,256,15.0704113366082,227.11729785457,9.22893685814867,9.43385950991039,4.03785414435234,6.05677364782674
"7102",2,4,16,256,14.6709822234698,215.237719401366,9.53981128543735,12.1902418776782,4.26014687585764,7.23470172731098
"7103",3,9,16,256,12.5496529885568,157.493790133192,12.4436913791928,10.6555311693641,4.68230153848168,7.72120559101645
"7104",4,16,16,256,12.3964685234241,153.672431852245,11.11719124215,10.2476309969088,5.63113751317241,6.95749242217529
"7105",5,25,16,256,10.1458761980757,102.938803826679,11.2723830527266,10.4305256814809,5.09972564256963,6.78895972054864
"7106",6,36,16,256,9.38756707729772,88.126415630764,11.7989401973505,7.41775051194512,4.47043179581748,8.06720703440321
"7107",7,49,16,256,9.32492615655065,86.9542478251224,10.4728491834764,9.64842903193712,3.21650040990621,8.89197632112172
"7108",8,64,16,256,7.65805623773485,58.6458253403097,8.36187213209474,8.95324530919581,4.54758149967134,7.24054274687505
"7109",9,81,16,256,6.24696533801034,39.0245759343027,9.88592191067093,9.0279375807994,4.58095308268751,7.39773312570024
"7110",10,100,16,256,6.7362785153091,45.3774482358149,8.93373170024753,7.22345310758991,4.72719622692522,8.09742583127385
"7111",11,121,16,256,5.73985076602548,32.9458868162433,9.82893904164651,6.51329820982737,5.66762952429944,5.48438049325263
"7112",12,144,16,256,4.70459413481876,22.1332059733711,9.79911641818284,6.38986246705464,3.67195125891422,8.37632201092666
"7113",13,169,16,256,3.64742135675624,13.3036825537215,10.2928172816407,6.78775148810042,2.12882281700823,7.57166972057443
"7114",14,196,16,256,2.92672434123233,8.56571536956181,9.15311459280582,5.83287610782539,5.15045480460396,6.47214079496514
"7115",15,225,16,256,1.53392179869115,2.3529160844999,6.50020666306558,6.31511560199173,2.46239275759085,9.77690892944963
"7116",16,256,16,256,0.0454145288094878,0.0020624794269878,7.28070105424836,5.82323140277975,2.86890045791647,7.67475907536294
"7117",17,289,16,256,-1.54303227644414,2.38094860614838,6.59690724224137,5.08727262998754,3.20100248725776,6.67635395920968
"7118",18,324,16,256,-1.17291500791907,1.3757296158018,7.65728571317112,4.4085974849277,1.3467886042007,7.42837144137433
"7119",19,361,16,256,-3.2639632713981,10.6534562370358,6.02273106521706,4.54769563427297,0.173408514270653,7.59948506925264
"7120",20,400,16,256,-3.76219861395657,14.1541384108567,5.88160178113578,6.20786961503487,0.103138912191799,6.06207579047263
"7121",1,1,17,289,15.7436913992278,247.86381887412,12.4994911916522,11.218911129725,5.98856187903544,7.54829689926893
"7122",2,4,17,289,14.2437975066714,202.885767411058,10.7776089388592,10.7203709150331,3.18148939072321,8.17664954007249
"7123",3,9,17,289,13.3069274011068,177.074316858327,11.62969582054,11.4536520546449,5.94048733911159,7.69056151215841
"7124",4,16,17,289,13.4130220096558,179.909159431512,12.200370582828,11.2747638159396,6.54011597791714,7.81456991547895
"7125",5,25,17,289,11.7992040556855,139.221216347706,11.109311309305,10.3002049028688,4.97806076084554,8.04406569286411
"7126",6,36,17,289,10.4026536280289,108.215202504743,12.3442055564551,9.41023031141307,4.32489418546942,7.3146847943827
"7127",7,49,17,289,10.7881419830956,116.384007447429,12.0625217398126,7.81779496953166,4.90697479155417,9.6918053439698
"7128",8,64,17,289,8.03380307694897,64.5419918791948,12.2928110859724,8.5997183734599,1.92141362929811,7.94789705405458
"7129",9,81,17,289,8.74247100902721,76.4307993436813,11.7129959375186,11.2309861202971,3.41857906782454,8.37704466571781
"7130",10,100,17,289,6.53230474470183,42.6710052776541,9.65368088646101,7.55309733026256,3.19692860581893,9.73804486639492
"7131",11,121,17,289,5.85839801933616,34.3208273529619,9.48996638527611,8.08806009792366,4.05246535017016,9.61831436192403
"7132",12,144,17,289,4.70948570920154,22.1792556451736,10.2606438054971,7.88227600886503,2.15346456330583,8.79548715643616
"7133",13,169,17,289,4.56467772228643,20.8362827083381,8.87836689772386,8.75808386752137,5.25887384797366,7.55746150066086
"7134",14,196,17,289,3.06181314773858,9.37469975166481,9.80470520369262,6.97034010687619,3.0008357760962,9.9330070490466
"7135",15,225,17,289,1.90144463581964,3.6154917030873,9.31406572932903,7.88042185689685,4.02140671242841,8.14969545741794
"7136",16,256,17,289,1.12342930259183,1.26209339792197,8.06002868712948,7.80365375884762,3.87916176595873,7.67535967214267
"7137",17,289,17,289,0.101509167812765,0.01030411115004,6.64934577457438,7.08280899458327,3.07554780912577,8.09498312437683
"7138",18,324,17,289,-1.30087048048154,1.69226400698826,7.1172472495582,5.07464689200271,2.22336986948325,8.16507098856185
"7139",19,361,17,289,-2.78031688090414,7.73016195824052,7.50566462650876,4.58299686915152,1.39159534012221,8.40403365033237
"7140",20,400,17,289,-3.93997539998963,15.5234061525235,8.47242562394223,5.83957603116494,0.754560725427806,9.03454600199633
"7141",1,1,18,324,17.9707532613538,322.947972780459,12.6475305750912,13.7941983961492,5.36437994602807,5.65974111232725
"7142",2,4,18,324,16.8007102590054,282.26386520705,12.5212751179682,12.8692021974488,7.36472800598663,7.31595122087749
"7143",3,9,18,324,15.7077204235829,246.732480905445,13.8610132481401,12.5353248274014,5.46733324247342,7.48234186270035
"7144",4,16,18,324,13.0752249495126,170.961507480358,11.7342527372652,9.49558386898811,5.57842783579519,7.96556325869061
"7145",5,25,18,324,13.0492440289818,170.282769727917,11.758524197284,9.79336891031809,3.72183944665839,8.59001991257042
"7146",6,36,18,324,12.165869444143,148.008379331933,12.4334024911259,12.8997920028616,5.96751582495371,7.82180308947377
"7147",7,49,18,324,10.0036915927194,100.073845482245,10.870813389664,9.04488782657047,3.7601813664547,8.40323596614338
"7148",8,64,18,324,9.87618893291801,97.5391078386922,10.3136059399731,11.0677139358435,4.87545566225608,9.04657003764161
"7149",9,81,18,324,9.31895698746666,86.8429593342537,12.3860791570503,9.46035137321633,5.15398342819145,10.0466822611139
"7150",10,100,18,324,8.27018267288804,68.3959214429376,11.1709432521235,9.45039596967433,3.68906518614805,9.92372322996152
"7151",11,121,18,324,7.29398999782279,53.2022900883389,11.4179406662417,9.15378366028291,4.74290302816701,9.28357870902496
"7152",12,144,18,324,6.23852054076269,38.919138537518,10.7961032807092,10.3409793032109,3.81625258445146,9.71034726578026
"7153",13,169,18,324,5.81300499243662,33.791027042093,11.2384095500135,9.4578840779156,3.50338157301894,8.56492594184441
"7154",14,196,18,324,4.05162381054834,16.4156555022022,10.8355079661179,8.7661363732881,3.67544642104161,9.40417744320395
"7155",15,225,18,324,2.94892935920507,8.69618436558161,11.1804467431771,6.32406942342801,3.39053297559196,9.2688961728827
"7156",16,256,18,324,2.81600415147841,7.92987938114364,10.5089057246335,7.38500311417559,2.04872901779315,8.432677748913
"7157",17,289,18,324,1.49770065303892,2.2431072461132,10.2164617924475,7.49224862745227,2.29940042817138,8.00907277190582
"7158",18,324,18,324,0.0939922640100121,0.00883454569372782,11.6199185538531,7.98167444153529,1.90998101077392,8.19335014645031
"7159",19,361,18,324,-1.34676146041602,1.81376643126189,9.56546404692826,5.88498859750476,3.24690220409587,9.26065938720423
"7160",20,400,18,324,-2.61433346895501,6.83473948689834,7.32985574287569,5.84482477244165,2.56194454024889,9.76805226151707
"7161",1,1,19,361,17.8957512364723,320.257912317699,13.7272703159385,15.3033090935706,5.10136978972195,8.79515118943146
"7162",2,4,19,361,16.0956158479676,259.068849525345,13.9177437005632,13.6375972446896,6.01174941161072,9.0887972135403
"7163",3,9,19,361,15.9558273172006,254.588425376325,14.1825309259507,12.073611043666,7.22298404669741,7.83136469192048
"7164",4,16,19,361,15.2402286045253,232.264567918192,13.0228413323357,12.1887630483393,7.96367062009246,7.71228145350965
"7165",5,25,19,361,13.1921145282686,174.031885726955,12.6817978372579,10.9028101061083,6.46443559949858,9.23663435418864
"7166",6,36,19,361,12.8863088195212,166.05695499207,13.4595396796354,13.2062218838228,5.6349764016135,9.22966696464567
"7167",7,49,19,361,12.550962459296,157.526658654657,15.3765903447602,9.88849627717113,4.86213583650624,8.66908924553712
"7168",8,64,19,361,11.1113003306091,123.460995036994,12.7417761973391,13.5292585957921,3.54593111828593,8.9434174432671
"7169",9,81,19,361,10.9569332133979,120.054385442861,13.5440523444081,12.2425030263927,6.86696973860009,10.4910911322621
"7170",10,100,19,361,9.72592690121382,94.5936540877548,11.5848527513615,11.8658247299668,5.26372931865288,8.58766565239101
"7171",11,121,19,361,7.52514770720154,56.6278480152006,11.740010656573,9.35847693238793,4.27479442365541,10.0502884923633
"7172",12,144,19,361,7.26830755267292,52.8282946802423,13.3555478069053,13.1904407036187,2.55793053974672,8.36492864492506
"7173",13,169,19,361,6.34430420026183,40.2501957854599,11.1211046599102,8.71407751867302,2.50853835558885,10.0483399248824
"7174",14,196,19,361,5.01817914284766,25.1821219097112,11.5996365853122,10.0418740849047,2.62471005586016,10.2364526399642
"7175",15,225,19,361,4.81065491400659,23.1424007016558,13.7809898273945,11.2031207979302,3.13706211639844,7.20219114832187
"7176",16,256,19,361,3.84895652113482,14.8144663015863,10.766414574454,10.1125011604055,4.32289460131562,11.4325659290135
"7177",17,289,19,361,2.97055711038411,8.82420954605357,12.77968494673,8.57947416700659,3.6377247208439,10.1476580906889
"7178",18,324,19,361,1.6570707350038,2.74588342080603,11.0946215635279,8.94268318799969,2.16779510178522,9.0716590327107
"7179",19,361,19,361,-0.762484684586525,0.581382894229012,10.3685618622658,8.98235409166364,3.78984722772838,9.29148321101587
"7180",20,400,19,361,-1.29173233313486,1.66857242046603,8.7942860144031,8.110651120129,2.12537636015943,10.2164249149652
"7181",1,1,20,400,18.4994777562097,342.230677252496,15.0448652478188,14.9506946539853,7.20275028277926,6.65672984529726
"7182",2,4,20,400,17.3158272793517,299.837874368339,13.3732648977575,14.5233540897273,5.70513891800144,8.02219845459683
"7183",3,9,20,400,17.4739609672688,305.339311885633,17.3378396541925,15.5863985618773,6.46367476915594,9.81817029105905
"7184",4,16,20,400,15.8201984264888,250.278678253478,15.376193710908,12.4978656461076,3.69936433532512,10.875603099001
"7185",5,25,20,400,14.4793423712254,209.651355503162,13.7110394651917,13.8937474251323,5.17932955413565,8.39735340551153
"7186",6,36,20,400,13.2104467577301,174.515903538822,15.0068577062503,13.578249185247,6.13274758212739,9.22346304836772
"7187",7,49,20,400,12.446008014027,154.903115485225,15.3992573945126,12.2792902919825,6.3605125808559,10.3454220222288
"7188",8,64,20,400,12.323689233046,151.873316312695,14.9189574596315,13.695892610124,5.67632560047817,10.5049455870539
"7189",9,81,20,400,10.0992910047062,101.995678797739,15.0673278576675,11.1205584887049,4.2936445026543,11.3992959291026
"7190",10,100,20,400,9.45413248008117,89.3806209509257,14.5703599317962,9.74479602623982,4.80531548673181,11.6327658056527
"7191",11,121,20,400,9.51646633725613,90.5631315481292,14.0328685084952,12.1334913676351,5.89870467841014,9.64974842831352
"7192",12,144,20,400,8.20028328662738,67.2446459809404,13.21102682328,11.8900149731957,3.44006234065801,11.9395818274984
"7193",13,169,20,400,6.11004748707637,37.3326802943283,14.5677772923556,10.5249377990289,5.16577537994214,10.5576020316521
"7194",14,196,20,400,5.40009873034433,29.1610662974664,12.5882170448494,10.5336403355638,4.20902175869003,11.7003641476564
"7195",15,225,20,400,4.90868377173319,24.0951763708768,12.6843564328262,11.9977259948597,2.84786419568933,10.9869660596465
"7196",16,256,20,400,3.75156106939539,14.0742104574031,10.2916215515902,11.2451651565911,3.8431563860115,9.77769856461329
"7197",17,289,20,400,3.77291082264856,14.2348560756586,10.9904571311622,9.29298628859589,5.19923215335454,10.7660130689423
"7198",18,324,20,400,2.16383525542915,4.68218301263813,11.2576888631048,10.2191803379538,1.685581382103,11.8962795524692
"7199",19,361,20,400,0.378503826446831,0.143265146634893,10.4796400681238,9.13717298546626,3.64743097752649,11.2372104450287
"7200",20,400,20,400,0.227618256118149,0.0518100705182671,10.6979359326756,10.0654735332591,1.87228764315692,11.8685839832774
"7201",1,1,1,1,-0.0695440964773297,0.00483638135484815,-0.0150027929535326,-2.32342598315018,-0.876384025503166,0.161408691804344
"7202",2,4,1,1,-1.16536548035219,1.3580767027965,0.37899088869426,0.174232968379649,-1.91394533315468,2.97044547200435
"7203",3,9,1,1,-1.70759097766131,2.91586694699031,0.839733775782544,-0.292741820844519,1.80778911968006,1.10064935207347
"7204",4,16,1,1,-3.53666026564315,12.5079658345791,-0.133099594239662,-1.06200262829072,-1.06467905575552,0.15973889675774
"7205",5,25,1,1,-4.66728512430564,21.7835504315647,-2.42826714904851,-1.97868902827137,-2.65284317301336,1.02444924167985
"7206",6,36,1,1,-4.99437168473378,24.9437485252705,-1.96302981268589,-1.57958919368049,-0.132728374831799,2.94230918480733
"7207",7,49,1,1,-6.73361738957465,45.3416031491821,-1.43498410006078,-3.03181405835882,-0.2496236339045,3.42021560499903
"7208",8,64,1,1,-6.98091749567538,48.7332090814267,-0.919360447605668,-2.03320486034323,0.0148095840255201,2.74598759082677
"7209",9,81,1,1,-8.41712240595371,70.8479495968079,-1.36766333466657,-2.78708464285838,-0.533411824728387,0.905271254034462
"7210",10,100,1,1,-8.17939864564687,66.9025622044098,0.111820112515248,-0.956013312526562,-1.60649777545097,3.13814311168002
"7211",11,121,1,1,-9.60322739649564,92.2219764288044,-0.324871111601594,-4.0121669606895,-1.73105733848512,1.47104254047278
"7212",12,144,1,1,-10.6602368135937,113.640648921897,-1.7112955981573,-4.16174585125324,-1.67391815826513,2.3086526172405
"7213",13,169,1,1,-12.4910714775324,156.026866656823,-2.18508355828336,-5.68744559083637,-0.389049718823639,0.395423665608841
"7214",14,196,1,1,-12.0376112516969,144.904084646981,-2.5832689573486,-3.76302085731584,-3.64795830618902,1.68649864581263
"7215",15,225,1,1,-13.2198741859756,174.765073493025,-3.122860649692,-4.53249831109889,-1.64625100899881,1.39505288518563
"7216",16,256,1,1,-15.834188924171,250.721538886341,-2.85934347712298,-8.07629769147334,-2.52045861956228,3.85764346901657
"7217",17,289,1,1,-16.3470308980905,267.225419183124,-6.23518189516103,-6.91440655030623,-2.06817861965885,2.20926145982926
"7218",18,324,1,1,-16.6020856429823,275.629247696918,-2.58593438481388,-6.16331285866643,-6.23477173998055,3.75660359396653
"7219",19,361,1,1,-18.3889655089006,338.154052487535,-4.54308364829995,-6.58201230612574,-4.90110870323769,1.0943674159465
"7220",20,400,1,1,-19.2306070271879,369.81624663413,-5.58748602881227,-6.16264990643113,-5.64537306752524,2.45459774521786
"7221",1,1,2,4,0.452158470638096,0.204447282569782,0.798260991839969,0.502510293954303,0.633869082861764,-0.0554134817822374
"7222",2,4,2,4,-0.0460399184376001,0.00211967408974087,1.86423839015716,0.18056468087272,0.492376096647256,2.18575781446782
"7223",3,9,2,4,-1.35857732687145,1.84573235308919,0.467911881608389,0.0181007010300204,-0.239125084192135,-1.26394557836852
"7224",4,16,2,4,-2.65895455377176,7.0700393190236,-0.384984843464288,-2.058460991163,1.24346605382224,0.136593330548435
"7225",5,25,2,4,-2.99772739270702,8.98636952098603,1.89480075723936,-1.60236116783288,1.02634926411289,2.59971555595876
"7226",6,36,2,4,-3.59545539971441,12.9272995313355,-0.173151553677403,-0.679902979107999,-0.856400776849244,3.09641806515136
"7227",7,49,2,4,-5.3667359938845,28.8018552280555,0.325360424326032,-1.48449266511164,-1.34202332805515,1.86695634158942
"7228",8,64,2,4,-6.23931190790609,38.9290130841387,-1.08772466729093,-3.15318413566305,0.129375960780685,2.22775133721518
"7229",9,81,2,4,-7.26372970594093,52.7617692409687,-1.33527003170047,-2.21329314535711,0.347643712667814,2.67384729623668
"7230",10,100,2,4,-7.04112777113914,49.5774802895069,0.963212450730829,-2.6603831483704,-1.61001960843039,1.84684340131605
"7231",11,121,2,4,-9.63546884758398,92.8422599127613,-1.18736983350928,-4.58887319919904,-1.11643644422907,1.41423542378602
"7232",12,144,2,4,-10.0696307341568,101.397463122276,-1.63995219535876,-3.07770133070915,-2.53023758293694,2.18665760926502
"7233",13,169,2,4,-11.9703575419262,143.28945968155,-2.10360888375062,-4.39295494403917,-2.89185586362133,2.53092881616529
"7234",14,196,2,4,-12.6041522361338,158.864653591637,-3.02662533705498,-5.21674252656628,-3.56893214628416,1.78445351517708
"7235",15,225,2,4,-12.9335821624845,167.277547553738,-3.16002851075161,-4.63169392804314,-3.94757727778849,1.92013373393406
"7236",16,256,2,4,-14.2917398666032,204.253828414654,-2.47070069281565,-2.3597594097249,-4.24786392616009,1.79448017549396
"7237",17,289,2,4,-15.9965234510601,255.888762520314,-2.31538710418798,-5.26418990011796,-5.63742022660747,2.95070940996663
"7238",18,324,2,4,-15.5632691723295,242.21534733038,-5.61952074200325,-4.41439491397161,-2.99594826972944,0.810052600651693
"7239",19,361,2,4,-16.3291069120169,266.639732544077,-4.14357405965523,-5.69372659380869,-2.20668824088553,2.59915259440894
"7240",20,400,2,4,-18.4128047316335,339.031378085266,-4.1826548817624,-7.02016377649457,-5.23329204097756,1.54369382513046
"7241",1,1,3,9,1.51563442777842,2.29714771866723,2.01453990432512,2.89058349174872,0.668958963971789,1.05038211467455
"7242",2,4,3,9,1.41061060875654,1.9898222895365,1.95413925878381,-0.49002013001282,0.372644355550136,-0.769191666802054
"7243",3,9,3,9,-0.988747957162559,0.977622522793134,-0.606988231578359,0.0959624033176031,-0.354981155300072,0.731518058354339
"7244",4,16,3,9,-0.230715437792242,0.0532296132356657,-0.420288214714851,-0.954499778852932,1.74029400100316,2.55966035167351
"7245",5,25,3,9,-2.52465756377205,6.37389581431144,0.645620304140567,-0.796623928195209,0.842065351685579,2.94499061033545
"7246",6,36,3,9,-3.3276369953528,11.0731679728406,0.266332662560066,-0.771211053046446,-0.991333436108529,1.80414319775528
"7247",7,49,3,9,-4.20769818173721,17.7047239885947,1.38144079698079,-2.93397943763197,0.965214828314623,2.5968514543557
